"id","survey_concept_id","question_concept_id","survey_order_number","question_order_Number","path","sub","question_text","is_parent_question","generate_counts"
453,43529712,43530533,4,10,"1384526.1384599.43530533",1,"About how old were you when you were first told you had Neuropathy?",1,1
454,43529712,43528860,4,10,"1384526.1384599.43528860",1,"Are you currently prescribed medications and/or receiving treatment for Neuropathy?",1,1
455,43529712,43530377,4,10,"1384526.1384568.43530377",1,"Are you still seeing a doctor or health care provider for Parkinson's disease?",1,1
456,43529712,43530536,4,10,"1384526.1384568.43530536",1,"About how old were you when you were first told you had Parkinson's disease?",1,1
457,43529712,43528862,4,10,"1384526.1384568.43528862",1,"Are you currently prescribed medications and/or receiving treatment for Parkinson's disease?",1,1
458,43529712,43530378,4,10,"1384526.1384616.43530378",1,"Are you still seeing a doctor or health care provider for Restless leg syndrome?",1,1
459,43529712,43530537,4,10,"1384526.1384616.43530537",1,"About how old were you when you were first told you had Restless leg syndrome?",1,1
460,43529712,43528863,4,10,"1384526.1384616.43528863",1,"Are you currently prescribed medications and/or receiving treatment for Restless leg syndrome?",1,1
461,43529712,43530379,4,10,"1384526.1384577.43530379",1,"Are you still seeing a doctor or health care provider for Spinal cord injury or impairment?",1,1
462,43529712,1384655,4,10,"1384526.1384577.1384655",1,"About how old were you when you were first told you had Spinal cord injury or impairment?",1,1
463,43529712,43528864,4,10,"1384526.1384577.43528864",1,"Are you currently prescribed medications and/or receiving treatment for Spinal cord injury or impairment?",1,1
464,43529712,43530380,4,10,"1384526.1384496.43530380",1,"Are you still seeing a doctor or health care provider for Traumatic brain injury (TBI)?",1,1
465,43529712,43530538,4,10,"1384526.1384496.43530538",1,"About how old were you when you were first told you had Traumatic brain injury (TBI)?",1,1
466,43529712,43528865,4,10,"1384526.1384496.43528865",1,"Are you currently prescribed medications and/or receiving treatment for Traumatic brain injury (TBI)?",1,1
467,43529712,1384560,4,10,"1384526.1384582.1384560",1,"Are you still seeing a doctor or health care provider for Other brain or nervous system condition?",1,1
468,43529712,1384456,4,10,"1384526.1384582.1384456",1,"About how old were you when you were first told you had Other brain or nervous system condition?",1,1
469,43529712,1384528,4,10,"1384526.1384582.1384528",1,"Are you currently prescribed medications and/or receiving treatment for Other brain or nervous system condition?",1,1
470,43529712,1384495,4,11,1384495,0,"Has a doctor or health care provider ever told you that you have or had any of the following Mental health and substance use conditions? (select all that apply)",1,1
471,43529712,1384490,4,11,"1384495.1384600.1384490",1,"Are you still seeing a doctor or health care provider for Alcohol use disorder?",1,1
472,43529712,1384625,4,11,"1384495.1384600.1384625",1,"About how old were you when you were first told you had Alcohol use disorder?",1,1
473,43529712,1384518,4,11,"1384495.1384600.1384625",1,"Are you currently prescribed medications and/or receiving treatment for Alcohol use disorder?",1,1
474,43529712,43530356,4,11,"1384495.1384475.43530356",1,"Are you still seeing a doctor or health care provider for Anxiety reaction/panic disorder?",1,1
475,43529712,43530514,4,11,"1384495.1384475.43530514",1,"About how old were you when you were first told you had Anxiety reaction/panic disorder?",1,1
476,43529712,43528841,4,11,"1384495.1384475.43528841",1,"Are you currently prescribed medications and/or receiving treatment for Anxiety reaction/panic disorder?",1,1
477,43529712,43530354,4,11,"1384495.1384510.43530354",1,"Are you still seeing a doctor or health care provider for Attention-deficit/hyperactivity disorder (ADHD)?",1,1
478,43529712,43530512,4,11,"1384495.1384510.43530512",1,"About how old were you when you were first told you had Attention-deficit/hyperactivity disorder (ADHD)?",1,1
479,43529712,43528839,4,11,"1384495.1384510.43528839",1,"Are you currently prescribed medications and/or receiving treatment for Attention-deficit/hyperactivity disorder (ADHD)?",1,1
480,43529712,1384630,4,11,"1384495.1384458.1384630",1,"Are you still seeing a doctor or health care provider for Autism spectrum disorder?",1,1
481,43529712,1384574,4,11,"1384495.1384458.1384574",1,"About how old were you when you were first told you had Autism spectrum disorder?",1,1
482,43529712,1384486,4,11,"1384495.1384458.1384486",1,"Are you currently prescribed medications and/or receiving treatment for Autism spectrum disorder?",1,1
483,43529712,43530357,4,11,"1384495.1384669.43530357",1,"Are you still seeing a doctor or health care provider for Bipolar disorder?",1,1
484,43529712,43530515,4,11,"1384495.1384669.43530515",1,"About how old were you when you were first told you had Bipolar disorder?",1,1
485,43529712,43528842,4,11,"1384495.1384669.43528842",1,"Are you currently prescribed medications and/or receiving treatment for Bipolar disorder?",1,1
486,43529712,43530358,4,11,"1384495.1384656.43530358",1,"Are you still seeing a doctor or health care provider for Depression?",1,1
487,43529712,43530516,4,11,"1384495.1384656.43530516",1,"About how old were you when you were first told you had Depression?",1,1
488,43529712,43528843,4,11,"1384495.1384656.43528843",1,"Are you currently prescribed medications and/or receiving treatment for Depression?",1,1
489,43529712,1384480,4,11,"1384495.1384413.1384480",1,"Are you still seeing a doctor or health care provider for Drug use disorder?",1,1
490,43529712,1384514,4,11,"1384495.1384413.1384514",1,"About how old were you when you were first told you had Drug use disorder?",1,1
491,43529712,1384601,4,11,"1384495.1384413.1384601",1,"Are you currently prescribed medications and/or receiving treatment for Drug use disorder?",1,1
492,43529712,43530359,4,11,"1384495.1384558.43530359",1,"Are you still seeing a doctor or health care provider for Eating disorder?",1,1
493,43529712,43530517,4,11,"1384495.1384558.43530517",1,"About how old were you when you were first told you had Eating disorder?",1,1
494,43529712,43528844,4,11,"1384495.1384558.43528844",1,"Are you currently prescribed medications and/or receiving treatment for Eating disorder?",1,1
495,43529712,43530360,4,11,"1384495.1384622.43530360",1,"Are you still seeing a doctor or health care provider for Personality disorder?",1,1
496,43529712,43530518,4,11,"1384495.1384622.43530518",1,"About how old were you when you were first told you had Personality disorder?",1,1
497,43529712,43528845,4,11,"1384495.1384622.43528845",1,"Are you currently prescribed medications and/or receiving treatment for Personality disorder?",1,1
498,43529712,43530361,4,11,"1384495.1384443.43530361",1,"Are you still seeing a doctor or health care provider for Post-traumatic stress disorder (PTSD)?",1,1
499,43529712,43530519,4,11,"1384495.1384443.43530519",1,"About how old were you when you were first told you had Post-traumatic stress disorder (PTSD)?",1,1
500,43529712,43528846,4,11,"1384495.1384443.43528846",1,"Are you currently prescribed medications and/or receiving treatment for Post-traumatic stress disorder (PTSD)?",1,1
501,43529712,43530362,4,11,"1384495.1384557.43530362",1,"Are you still seeing a doctor or health care provider for Schizophrenia?",1,1
502,43529712,43530520,4,11,"1384495.1384557.43530520",1,"About how old were you when you were first told you had Schizophrenia?",1,1
503,43529712,43528847,4,11,"1384495.1384557.43528847",1,"Are you currently prescribed medications and/or receiving treatment for Schizophrenia?",1,1
504,43529712,43530363,4,11,"1384495.1384464.43530363",1,"Are you still seeing a doctor or health care provider for Social phobia?",1,1
505,43529712,43530521,4,11,"1384495.1384464.43530521",1,"About how old were you when you were first told you had Social phobia?",1,1
506,43529712,43528848,4,11,"1384495.1384464.43528848",1,"Are you currently prescribed medications and/or receiving treatment for Social phobia?",1,1
507,43529712,1384539,4,11,"1384495.1384549.1384539",1,"Are you still seeing a doctor or health care provider for Other mental health or substance use condition?",1,1
508,43529712,1384425,4,11,"1384495.1384549.1384425",1,"About how old were you when you were first told you had Other mental health or substance use condition?",1,1
509,43529712,1384584,4,11,"1384495.1384549.1384584",1,"Are you currently prescribed medications and/or receiving treatment for Other mental health or substance use condition?",1,1
510,43529712,1384430,4,12,1384430,0,"Has a doctor or health care provider ever told you that you have…? (select all that apply)",1,1
511,43529712,43530381,4,12,"1384430.43528355.43530381",1,"Are you still seeing a doctor or health care provider for Acne?",1,1
512,43529712,43530539,4,12,"1384430.43528355.43530539",1,"About how old were you when you were first told you had Acne?",1,1
513,43529712,43528866,4,12,"1384430.43528355.43528866",1,"Are you currently prescribed medications and/or receiving treatment for Acne?",1,1
514,43529712,43530382,4,12,"1384430.43528377.43530382",1,"Are you still seeing a doctor or health care provider for Allergies?",1,1
515,43529712,43530540,4,12,"1384430.43528377.43530540",1,"About how old were you when you were first told you had Allergies?",1,1
516,43529712,43528867,4,12,"1384430.43528377.43528867",1,"Are you currently prescribed medications and/or receiving treatment for Allergies?",1,1
517,43529712,1384474,4,12,"1384430.1385329.1384474",1,"Are you still seeing a doctor or health care provider for Endometriosis?",1,1
518,43529712,1384636,4,12,"1384430.1385329.1384636",1,"About how old were you when you were first told you had Endometriosis?",1,1
519,43529712,1384624,4,12,"1384430.1385329.1384624",1,"Are you currently prescribed medications and/or receiving treatment for Endometriosis?",1,1
520,43529712,43530383,4,12,"1384430.43528684.43530383",1,"Are you still seeing a doctor or health care provider for Enlarged prostate?",1,1
521,43529712,43530541,4,12,"1384430.43528684.43530541",1,"About how old were you when you were first told you had Enlarged prostate?",1,1
522,43529712,43528868,4,12,"1384430.43528684.43528868",1,"Are you currently prescribed medications and/or receiving treatment for Enlarged prostate?",1,1
523,43529712,1384605,4,12,"1384430.1384407.1384605",1,"Are you still seeing a doctor or health care provider for Fibroids?",1,1
524,43529712,1384542,4,12,"1384430.1384407.1384542",1,"About how old were you when you were first told you had Fibroids?",1,1
525,43529712,1384668,4,12,"1384430.1384407.1384668",1,"Are you currently prescribed medications and/or receiving treatment for Fibroids?",1,1
526,43529712,43530384,4,12,"1384430.43529594.43530384",1,"Are you still seeing a doctor or health care provider for Obesity?",1,1
527,43529712,43530542,4,12,"1384430.43529594.43530542",1,"About how old were you when you were first told you had Obesity?",1,1
528,43529712,43528869,4,12,"1384430.43529594.43528869",1,"Are you currently prescribed medications and/or receiving treatment for Obesity?",1,1
529,43529712,1384501,4,12,"1384430.1384618.1384501",1,"Are you still seeing a doctor or health care provider for PCOS (polycystic ovarian syndrome)?",1,1
530,43529712,1384509,4,12,"1384430.1384618.1384509",1,"About how old were you when you were first told you had PCOS (polycystic ovarian syndrome)?",1,1
531,43529712,1384507,4,12,"1384430.1384618.1384507",1,"Are you currently prescribed medications and/or receiving treatment for PCOS (polycystic ovarian syndrome)?",1,1
532,43529712,1384530,4,12,"1384430.1384392.1384530",1,"Are you still seeing a doctor or health care provider for Reactions to anesthesia (such as hyperthermia)?",1,1
533,43529712,1384569,4,12,"1384430.1384392.1384569",1,"About how old were you when you were first told you had Reactions to anesthesia (such as hyperthermia)?",1,1
534,43529712,1384572,4,12,"1384430.1384392.1384572",1,"Are you currently prescribed medications and/or receiving treatment for Reactions to anesthesia (such as hyperthermia)?",1,1
535,43529712,43530385,4,12,"1384430.43529831.43530385",1,"Are you still seeing a doctor or health care provider for Skin condition (e.g. Eczema, Psoriasis)?",1,1
536,43529712,43530543,4,12,"1384430.43529831.43530543",1,"About how old were you when you were first told you had Skin condition (e.g. Eczema, Psoriasis)?",1,1
537,43529712,43528870,4,12,"1384430.43529831.43528870",1,"Are you currently prescribed medications and/or receiving treatment for Skin condition (e.g. Eczema, Psoriasis)?",1,1
538,43529712,43530386,4,12,"1384430.43529967.43530386",1,"Are you still seeing a doctor or health care provider for Vitamin B deficiency?",1,1
539,43529712,43530544,4,12,"1384430.43529967.43530544",1,"About how old were you when you were first told you had Vitamin B deficiency?",1,1
540,43529712,43528871,4,12,"1384430.43529967.43528871",1,"Are you currently prescribed medications and/or receiving treatment for Vitamin B deficiency?",1,1
541,43529712,43530387,4,12,"1384430.43529968.43530387",1,"Are you still seeing a doctor or health care provider for Vitamin D deficiency?",1,1
542,43529712,43530545,4,12,"1384430.43529968.43530545",1,"About how old were you when you were first told you had Vitamin D deficiency?",1,1
543,43529712,43528872,4,12,"1384430.43529968.43528872",1,"Are you currently prescribed medications and/or receiving treatment for Vitamin D deficiency?",1,1
544,43529712,1384409,4,12,"1384430.1384631.1384409",1,"Are you still seeing a doctor or health care provider for any other diagnosis?",1,1
545,43529712,1384394,4,12,"1384430.1384631.1384394",1,"About how old were you when you were first told you had any other diagnosis?",1,1
546,43529712,1384589,4,12,"1384430.1384631.1384589",1,"Are you currently prescribed medications and/or receiving treatment for any other diagnosis?",1,1
547,43528895,43530418,5,1,43530418,0,"DURING THE PAST 12 MONTHS, were you told by a health care provider or doctor’s office that they did not accept your health care coverage?",1,1
548,43528895,43530559,5,2,43530559,0,"In regard to your health insurance or health care coverage, how does it compare to a year ago? Is it better, worse, or about the same?",1,1
549,43528895,43530562,5,3,43530562,0,"Is there a place that you USUALLY go to when you are sick or need advice about your health?",1,1
550,43528895,43530593,5,4,43530593,0,"What kind of place do you go to most often?",1,1
551,43528895,43530595,5,5,43530595,0,"About how long has it been since you last saw or talked to a doctor or other health care provider about your own health?",1,1
552,43528895,43528660,5,6,43528660,0,"DURING THE PAST 12 MONTHS, have you seen or talked to a general doctor who treats a variety of illnesses (a physician in general practice, primary care, family medicine, or internal medicine)?",1,1
553,43528895,43530588,5,6,"43528660.43530243.43530588",1,"What is the total number of general doctor visits you made in the last 12 months?",1,1
554,43528895,43530404,5,7,43530404,0,"DURING THE PAST 12 MONTHS, have you seen or talked to A nurse practitioner, physician assistant, or midwife?",1,1
555,43528895,43529973,5,7,"43530404.43530246.43529973",1,"What is the total number of nurse practitioner, physician assistant, or midwife visits you made in the last 12 months?",1,1
556,43528895,43530401,5,8,43530401,0,"DURING THE PAST 12 MONTHS, have you seen or talked to A doctor who specializes in women's health (an obstetrician/gynecologist)?",1,1
557,43528895,43529975,5,8,"43530401.43530247.43529975",1,"What is the total number of visits to a doctor who specializes in women's health that you made in the last 12 months?",1,1
558,43528895,43530402,5,9,43530402,0,"DURING THE PAST 12 MONTHS, have you seen or talked to A mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?",1,1
559,43528895,43529977,5,9,"43530402.43530245.43529977",1,"What is the total number of visits to a mental health professional that you made in the last 12 months?",1,1
560,43528895,43530403,5,10,43530403,0,"DURING THE PAST 12 MONTHS, have you seen or talked to An optometrist, ophthalmologist, or eye doctor (someone who prescribes eyeglasses)?",1,1
561,43528895,43530591,5,10,"43530403.43530242.43530591",1,"What is the total number of visits to an eye doctor that you made in the last 12 months?",1,1
562,43528895,43530406,5,11,43530406,0,"DURING THE PAST 12 MONTHS, have you seen or talked to A podiatrist or foot doctor?",1,1
563,43528895,43530590,5,11,"43530406.43530249.43530590",1,"What is the total number of visits to a foot doctor that you made in the last 12 months?",1,1
564,43528895,43530399,5,12,43530399,0,"DURING THE PAST 12 MONTHS, have you seen or talked to A chiropractor?",1,1
565,43528895,43530589,5,12,"43530399.43530240.43530589",1,"What is the total number of visits to a chiropractor that you made in the last 12 months?",1,1
566,43528895,43530405,5,13,43530405,0,"DURING THE PAST 12 MONTHS, have you seen or talked to A physical therapist, speech therapist, respiratory therapist, audiologist, or occupational therapist?",1,1
567,43528895,43530592,5,13,"43530405.43530248.43530592",1,"What is the total number of visits to a physical therapist, speech therapist, respiratory therapist, audiologist, or occupational therapist that you made in the last 12 months?",1,1
568,43528895,43530400,5,14,43530400,0,"DURING THE PAST 12 MONTHS, have you seen or talked to A dentist or orthodontist?",1,1
569,43528895,43529974,5,14,"43530400.43530241.43529974",1,"What is the total number of visits to a dentist or orthodontist that you made in the last 12 months?",1,1
570,43528895,43528661,5,15,43528661,0,"DURING THE PAST 12 MONTHS, have you seen or talked to A medical doctor who specializes in a particular medical disease or problem (other than obstetrician/gynecologist, psychiatrist, or ophthalmologist)?",1,1
571,43528895,43529976,5,15,"43528661.43530244.43529976",1,"What is the total number of visits to a medical doctor who specializes in a particular medical disease or problem that you made in the last 12 months?",1,1
572,43528895,43530407,5,16,43530407,0,"DURING THE PAST 12 MONTHS, have you seen or talked to Traditional healers such as, Shaman, acupuncturist, or non-western medicine?",1,1
573,43528895,43529978,5,16,"43530407.43530250.43529978",1,"What is the total number of visits to traditional healers that you made in the last 12 months?",1,1
574,43528895,43530439,5,17,43530439,0,"How often were you treated with respect by your doctors or health care providers? Would you say…",1,1
575,43528895,43530437,5,18,43530437,0,"How often did your doctors or health care providers ask for your opinions or beliefs about your medical care or treatment? For example, what kind of tests, procedures, or medications you prefer. Would you say…",1,1
576,43528895,43530438,5,19,43530438,0,"How often did your doctors or health care providers tell or give you information about your health and health care that was easy to understand? Would you say…",1,1
577,43528895,43529906,5,20,43529906,0,"IN THE PAST 12 MONTHS, have you delayed getting care for following reason: Didn’t have transportation?",1,1
578,43528895,43530268,5,21,43530268,0,"IN THE PAST 12 MONTHS, have you delayed getting care for following reason: You live in a rural area where distance to the health care provider is too far?",1,1
579,43528895,43530594,5,22,43530594,0,"IN THE PAST 12 MONTHS, have you delayed getting care for following reason: You were nervous about seeing a health care provider?",1,1
580,43528895,43529905,5,23,43529905,0,"IN THE PAST 12 MONTHS, have you delayed getting care for following reason: Couldn’t get time off work.",1,1
581,43528895,43529903,5,24,43529903,0,"IN THE PAST 12 MONTHS, have you delayed getting care for following reason: Couldn’t get child care.",1,1
582,43528895,43529904,5,25,43529904,0,"IN THE PAST 12 MONTHS, have you delayed getting care for following reason: You provide care to an adult and could not leave him/her.",1,1
583,43528895,43530583,5,26,43530583,0,"IN THE PAST 12 MONTHS, have you delayed getting care for following reason: Couldn’t afford the copay.",1,1
584,43528895,43530585,5,27,43530585,0,"IN THE PAST 12 MONTHS, have you delayed getting care for following reason: Your deductible was too high/or could not afford the deductible.",1,1
585,43528895,43530584,5,28,43530584,0,"IN THE PAST 12 MONTHS, have you delayed getting care for following reason: You had to pay out of pocket for some or all of the procedure.",1,1
586,43528895,43530411,5,29,43530411,0,"DURING THE PAST 12 MONTHS, was there any time when you needed any of the following, but didn't get it because you couldn't afford it: Prescription medicines",1,1
587,43528895,43530410,5,30,43530410,0,"DURING THE PAST 12 MONTHS, was there any time when you needed any of the following, but didn't get it because you couldn't afford it: Mental health care or counseling",1,1
588,43528895,43528663,5,31,43528663,0,"DURING THE PAST 12 MONTHS, was there any time when you needed any of the following, but didn't get it because you couldn't afford it: Emergency care",1,1
589,43528895,43528662,5,32,43528662,0,"DURING THE PAST 12 MONTHS, was there any time when you needed any of the following, but didn't get it because you couldn't afford it: Dental care (including check ups)",1,1
590,43528895,43530408,5,33,43530408,0,"DURING THE PAST 12 MONTHS, was there any time when you needed any of the following, but didn't get it because you couldn't afford it: Eyeglasses",1,1
591,43528895,43528664,5,34,43528664,0,"DURING THE PAST 12 MONTHS, was there any time when you needed any of the following, but didn't get it because you couldn't afford it: To see a regular doctor or general health provider (in primary care, general practice, internal medicine, family medicine)",1,1
592,43528895,43530412,5,35,43530412,0,"DURING THE PAST 12 MONTHS, was there any time when you needed any of the following, but didn't get it because you couldn't afford it: To see a specialist",1,1
593,43528895,43530409,5,36,43530409,0,"DURING THE PAST 12 MONTHS, was there any time when you needed any of the following, but didn't get it because you couldn't afford it: Follow-up care",1,1
594,43528895,43530557,5,37,43530557,0,"If you get sick or have an accident, how worried are you that you will be able to pay your medical bills? Are you very worried, somewhat worried, or not at all worried?",1,1
595,43528895,43530416,5,38,43530416,0,"DURING THE PAST 12 MONTHS, were any of the following true for you: You skipped medication doses to save money",1,1
596,43528895,43530417,5,39,43530417,0,"DURING THE PAST 12 MONTHS, were any of the following true for you: You took less medicine to save money",1,1
597,43528895,43530415,5,40,43530415,0,"DURING THE PAST 12 MONTHS, were any of the following true for you: You delayed filling a prescription to save money",1,1
598,43528895,43530413,5,41,43530413,0,"DURING THE PAST 12 MONTHS, were any of the following true for you: You asked your doctor for a lower cost medication to save money",1,1
599,43528895,43528665,5,42,43528665,0,"DURING THE PAST 12 MONTHS, were any of the following true for you: You bought prescription drugs from another country to save money",1,1
600,43528895,43528666,5,43,43528666,0,"DURING THE PAST 12 MONTHS, were any of the following true for you: You used alternative therapies to save money",1,1
601,43528895,43529901,5,44,43529901,0,"How important is it to you that your doctors or health care providers understand or are similar to you in any of these ways? Would you say...",1,1
602,43528895,43529902,5,45,43529902,0,"How often were you able to see doctors or health care providers who were similar to you in any of these ways? Would you say…",1,1
603,43528895,43529899,5,46,43529899,0,"How often have you either delayed or not gone to see doctors or health care providers because they were different from you in any of these ways?",1,1
604,43528698,43528652,6,1,43528652,0,"How much do you know about illnesses or health problems for your parents, grandparents, brothers, sisters, and/or children?",1,1
608,43528698,43528512,6,2,"43528652.43529842.43528512",1,"Please indicate if your mother has ever been diagnosed with any of these cancer conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
609,43528698,43528512,6,2,"43528652.43528385.43528512",1,"Please indicate if your mother has ever been diagnosed with any of these cancer conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
610,43528698,43528917,6,2,"43528652.43529842.43528917",1,"Please indicate if your mother has ever been diagnosed with any of these circulatory conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
611,43528698,43528917,6,2,"43528652.43528385.43528917",1,"Please indicate if your mother has ever been diagnosed with any of these circulatory conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
612,43528698,43528631,6,2,"43528652.43529842.43528631",1,"Please indicate if your mother has ever been diagnosed with any of these digestive conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
613,43528698,43528631,6,2,"43528652.43528385.43528631",1,"Please indicate if your mother has ever been diagnosed with any of these digestive conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
614,43528698,43528944,6,2,"43528652.43529842.43528944",1,"Please indicate if your mother has ever been diagnosed with any of these hormone/endocrine conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
615,43528698,43528944,6,2,"43528652.43528385.43528944",1,"Please indicate if your mother has ever been diagnosed with any of these hormone/endocrine conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
616,43528698,43529155,6,2,"43528652.43529842.43529155",1,"Please indicate if your mother has ever been diagnosed with any of these kidney conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
617,43528698,43529155,6,2,"43528652.43528385.43529155",1,"Please indicate if your mother has ever been diagnosed with any of these kidney conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
618,43528698,43529191,6,2,"43528652.43529842.43529191",1,"Please indicate if your mother has ever been diagnosed with any of these respiratory conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
619,43528698,43529191,6,2,"43528652.43528385.43529191",1,"Please indicate if your mother has ever been diagnosed with any of these respiratory conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
620,43528698,43528490,6,2,"43528652.43529842.43528490",1,"Please indicate if your mother has ever been diagnosed with any of these nervous conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
621,43528698,43528490,6,2,"43528652.43528385.43528490",1,"Please indicate if your mother has ever been diagnosed with any of these nervous conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
622,43528698,43530563,6,2,"43528652.43529842.43530563",1,"Please indicate if your mother has ever been diagnosed with any of these mental conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
623,43528698,43530563,6,2,"43528652.43528385.43530563",1,"Please indicate if your mother has ever been diagnosed with any of these mental conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
624,43528698,43528487,6,2,"43528652.43529842.43528487",1,"Please indicate if your mother has ever been diagnosed with any of these muscular conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
625,43528698,43528487,6,2,"43528652.43528385.43528487",1,"Please indicate if your mother has ever been diagnosed with any of these muscular conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
626,43528698,43529963,6,2,"43528652.43529842.43529963",1,"Please indicate if your mother has ever been diagnosed with any of these vision conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
627,43528698,43529963,6,2,"43528652.43528385.43529963",1,"Please indicate if your mother has ever been diagnosed with any of these vision conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
628,43528698,43529635,6,2,"43528652.43529842.43529635",1,"Please indicate if your mother has ever been diagnosed with any of these other health conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
629,43528698,43529635,6,2,"43528652.43528385.43529635",1,"Please indicate if your mother has ever been diagnosed with any of these other health conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
630,43528698,43528510,6,2,"43528652.43529842.43528510",1,"Please indicate if your father has ever been diagnosed with any of these cancer conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
631,43528698,43528510,6,2,"43528652.43528385.43528510",1,"Please indicate if your father has ever been diagnosed with any of these cancer conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
632,43528698,43528559,6,2,"43528652.43529842.43528559",1,"Please indicate if your father has ever been diagnosed with any of these circulatory conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
633,43528698,43528559,6,2,"43528652.43528385.43528559",1,"Please indicate if your father has ever been diagnosed with any of these circulatory conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
634,43528698,43528629,6,2,"43528652.43529842.43528629",1,"Please indicate if your father has ever been diagnosed with any of these digestive conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
635,43528698,43528629,6,2,"43528652.43528385.43528629",1,"Please indicate if your father has ever been diagnosed with any of these digestive conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
636,43528698,43528675,6,2,"43528652.43529842.43528675",1,"Please indicate if your father has ever been diagnosed with any of these hormone/endocrine conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
637,43528698,43528675,6,2,"43528652.43528385.43528675",1,"Please indicate if your father has ever been diagnosed with any of these hormone/endocrine conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
638,43528698,43529153,6,2,"43528652.43529842.43529153",1,"Please indicate if your father has ever been diagnosed with any of these kidney conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
639,43528698,43529153,6,2,"43528652.43528385.43529153",1,"Please indicate if your father has ever been diagnosed with any of these kidney conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
640,43528698,43529763,6,2,"43528652.43529842.43529763",1,"Please indicate if your father has ever been diagnosed with any of these respiratory conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
641,43528698,43529763,6,2,"43528652.43528385.43529763",1,"Please indicate if your father has ever been diagnosed with any of these respiratory conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
642,43528698,43528489,6,2,"43528652.43529842.43528489",1,"Please indicate if your father has ever been diagnosed with any of these nervous conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
643,43528698,43528489,6,2,"43528652.43528385.43528489",1,"Please indicate if your father has ever been diagnosed with any of these nervous conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
644,43528698,43529218,6,2,"43528652.43529842.43529218",1,"Please indicate if your father has ever been diagnosed with any of these mental conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
645,43528698,43529218,6,2,"43528652.43528385.43529218",1,"Please indicate if your father has ever been diagnosed with any of these mental conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
646,43528698,43528486,6,2,"43528652.43529842.43528486",1,"Please indicate if your father has ever been diagnosed with any of these muscular conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
647,43528698,43528486,6,2,"43528652.43528385.43528486",1,"Please indicate if your father has ever been diagnosed with any of these muscular conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
648,43528698,43529961,6,2,"43528652.43529842.43529961",1,"Please indicate if your father has ever been diagnosed with any of these vision conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
649,43528698,43529961,6,2,"43528652.43528385.43529961",1,"Please indicate if your father has ever been diagnosed with any of these vision conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
650,43528698,43529633,6,2,"43528652.43529842.43529633",1,"Please indicate if your father has ever been diagnosed with any of these other health conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
651,43528698,43529633,6,2,"43528652.43528385.43529633",1,"Please indicate if your father has ever been diagnosed with any of these other health conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
652,43528698,43528513,6,2,"43528652.43529842.43528513",1,"Please indicate if your brothers and/or sisters [people with the same mother and/or father as you] have ever been diagnosed with any of these cancer conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
653,43528698,43528513,6,2,"43528652.43528385.43528513",1,"Please indicate if your brothers and/or sisters [people with the same mother and/or father as you] have ever been diagnosed with any of these cancer conditions. Think only of the person you are related to by blood. (select all that apply)",1,0
